account_id,amount,timestamp,category,is_fraud
1984,71.18,2024-01-01 09:14:00,utility,0
1504,1.37,2024-01-01 09:15:00,shopping,0
1736,38.37,2024-01-01 09:16:00,food,0
1875,12.72,2024-01-01 09:17:00,food,0
1792,18.75,2024-01-01 09:18:00,travel,0
1851,62.4,2024-01-01 09:19:00,travel,0
1536,13.65,2024-01-01 09:20:00,travel,0
1043,18.9,2024-01-01 09:21:00,shopping,0
1493,48.13,2024-01-01 09:22:00,food,0
1181,8.75,2024-01-01 09:23:00,travel,0
1889,60.99,2024-01-01 09:24:00,transfer,0
1236,94.24,2024-01-01 09:25:00,transfer,1
1228,119.6,2024-01-01 09:26:00,food,0
1249,37.63,2024-01-01 09:27:00,utility,1
1642,12.58,2024-01-01 09:28:00,transfer,0
1571,9.15,2024-01-01 09:29:00,shopping,0
1948,9.0,2024-01-01 09:30:00,travel,0
1416,1.72,2024-01-01 09:31:00,shopping,0
1282,67.42,2024-01-01 09:32:00,travel,0
1049,33.47,2024-01-01 09:33:00,travel,0
1007,109.43,2024-01-01 09:34:00,transfer,1
1373,6.38,2024-01-01 09:35:00,utility,0
1925,152.25,2024-01-01 09:36:00,shopping,0
1523,28.74,2024-01-01 09:37:00,food,0
1893,5.86,2024-01-01 09:38:00,transfer,0
1101,0.94,2024-01-01 09:39:00,food,0
1093,11.04,2024-01-01 09:40:00,utility,0
1833,94.87,2024-01-01 09:41:00,travel,1
1106,11.02,2024-01-01 09:42:00,travel,0
1051,61.39,2024-01-01 09:43:00,food,0
1404,4.05,2024-01-01 09:44:00,travel,0
1924,29.15,2024-01-01 09:45:00,utility,0
1689,49.06,2024-01-01 09:46:00,shopping,0
1099,87.44,2024-01-01 09:47:00,food,0
1837,53.85,2024-01-01 09:48:00,travel,0
1843,2.31,2024-01-01 09:49:00,food,0
1800,75.27,2024-01-01 09:50:00,shopping,0
1902,0.27,2024-01-01 09:51:00,transfer,0
1239,9.92,2024-01-01 09:52:00,transfer,0
1979,120.13,2024-01-01 09:53:00,transfer,0
1320,62.52,2024-01-01 09:54:00,food,0
1802,58.52,2024-01-01 09:55:00,shopping,0
1579,34.84,2024-01-01 09:56:00,food,0
1779,60.6,2024-01-01 09:57:00,shopping,0
1627,10.02,2024-01-01 09:58:00,shopping,0
1642,38.52,2024-01-01 09:59:00,utility,0
1616,22.2,2024-01-01 10:00:00,travel,0
1778,19.74,2024-01-01 10:01:00,food,0
1739,53.35,2024-01-01 10:02:00,shopping,0
1134,14.47,2024-01-01 10:03:00,shopping,0
1826,47.92,2024-01-01 10:04:00,utility,0
1536,26.19,2024-01-01 10:05:00,food,0
1323,247.09,2024-01-01 10:06:00,utility,0
1514,13.35,2024-01-01 10:07:00,shopping,0
1966,3.66,2024-01-01 10:08:00,utility,0
1857,110.8,2024-01-01 10:09:00,transfer,0
1833,170.73,2024-01-01 10:10:00,travel,0
1462,56.24,2024-01-01 10:11:00,utility,0
1784,2.32,2024-01-01 10:12:00,food,0
1385,0.92,2024-01-01 10:13:00,transfer,0
1686,5.41,2024-01-01 10:14:00,shopping,0
1639,105.86,2024-01-01 10:15:00,utility,0
1249,176.15,2024-01-01 10:16:00,utility,0
1266,7.68,2024-01-01 10:17:00,utility,0
1061,8.74,2024-01-01 10:18:00,travel,0
1139,10.87,2024-01-01 10:19:00,utility,0
1433,97.31,2024-01-01 10:20:00,shopping,0
1477,48.98,2024-01-01 10:21:00,utility,0
1165,46.42,2024-01-01 10:22:00,utility,0
1416,0.48,2024-01-01 10:23:00,shopping,0
1604,30.49,2024-01-01 10:24:00,food,0
1232,33.54,2024-01-01 10:25:00,travel,0
1338,13.56,2024-01-01 10:26:00,transfer,0
1367,2.3,2024-01-01 10:27:00,shopping,0
1505,52.95,2024-01-01 10:28:00,utility,0
1366,51.32,2024-01-01 10:29:00,travel,0
1736,18.1,2024-01-01 10:30:00,utility,0
1327,88.81,2024-01-01 10:31:00,shopping,0
1433,82.07,2024-01-01 10:32:00,travel,0
1379,65.79,2024-01-01 10:33:00,food,1
1182,31.71,2024-01-01 10:34:00,travel,0
1685,241.73,2024-01-01 10:35:00,shopping,1
1235,14.76,2024-01-01 10:36:00,travel,0
1296,32.38,2024-01-01 10:37:00,travel,0
1792,97.69,2024-01-01 10:38:00,travel,0
1948,71.48,2024-01-01 10:39:00,travel,0
1670,34.63,2024-01-01 10:40:00,utility,0
1916,46.34,2024-01-01 10:41:00,shopping,0
1854,83.47,2024-01-01 10:42:00,shopping,0
1480,31.02,2024-01-01 10:43:00,food,0
1770,6.19,2024-01-01 10:44:00,shopping,0
1328,12.51,2024-01-01 10:45:00,transfer,0
1460,39.9,2024-01-01 10:46:00,utility,0
1535,2.65,2024-01-01 10:47:00,shopping,0
1960,53.72,2024-01-01 10:48:00,travel,0
1848,4.26,2024-01-01 10:49:00,travel,0
1489,20.91,2024-01-01 10:50:00,food,0
1652,51.71,2024-01-01 10:51:00,food,0
1202,9.66,2024-01-01 10:52:00,utility,0
1804,36.46,2024-01-01 10:53:00,transfer,0
1553,279.29,2024-01-01 10:54:00,transfer,1
1532,3.44,2024-01-01 10:55:00,utility,0
1766,49.1,2024-01-01 10:56:00,transfer,0
1632,53.95,2024-01-01 10:57:00,shopping,0
1072,55.06,2024-01-01 10:58:00,travel,0
1288,149.42,2024-01-01 10:59:00,travel,0
1176,63.2,2024-01-01 11:00:00,travel,0
1734,166.08,2024-01-01 11:01:00,utility,0
1035,35.06,2024-01-01 11:02:00,food,1
1202,36.47,2024-01-01 11:03:00,transfer,0
1597,183.05,2024-01-01 11:04:00,utility,0
1694,47.25,2024-01-01 11:05:00,travel,0
1503,16.91,2024-01-01 11:06:00,utility,0
1860,74.01,2024-01-01 11:07:00,food,0
1918,51.09,2024-01-01 11:08:00,shopping,0
1132,65.56,2024-01-01 11:09:00,food,0
1952,47.11,2024-01-01 11:10:00,food,0
1614,94.42,2024-01-01 11:11:00,food,0
1636,24.69,2024-01-01 11:12:00,utility,0
1095,9.75,2024-01-01 11:13:00,utility,0
1621,12.75,2024-01-01 11:14:00,transfer,0
1725,64.32,2024-01-01 11:15:00,transfer,1
1580,50.35,2024-01-01 11:16:00,transfer,1
1084,155.63,2024-01-01 11:17:00,transfer,1
1523,38.44,2024-01-01 11:18:00,food,0
1935,16.33,2024-01-01 11:19:00,utility,0
1723,216.64,2024-01-01 11:20:00,utility,0
1137,131.3,2024-01-01 11:21:00,food,0
1959,87.48,2024-01-01 11:22:00,food,0
1958,117.4,2024-01-01 11:23:00,transfer,0
1169,26.93,2024-01-01 11:24:00,transfer,0
1800,15.31,2024-01-01 11:25:00,travel,0
1406,20.78,2024-01-01 11:26:00,food,0
1593,113.71,2024-01-01 11:27:00,travel,0
1445,77.16,2024-01-01 11:28:00,food,0
1782,3.21,2024-01-01 11:29:00,utility,0
1996,59.43,2024-01-01 11:30:00,travel,0
1795,17.7,2024-01-01 11:31:00,food,0
1931,170.46,2024-01-01 11:32:00,transfer,1
1946,80.07,2024-01-01 11:33:00,transfer,1
1090,57.43,2024-01-01 11:34:00,transfer,0
1253,40.29,2024-01-01 11:35:00,transfer,0
1721,10.87,2024-01-01 11:36:00,food,0
1590,63.53,2024-01-01 11:37:00,utility,0
1050,39.65,2024-01-01 11:38:00,utility,0
1095,93.48,2024-01-01 11:39:00,utility,1
1520,21.33,2024-01-01 11:40:00,travel,0
1616,57.19,2024-01-01 11:41:00,travel,0
1167,5.6,2024-01-01 11:42:00,transfer,0
1171,12.12,2024-01-01 11:43:00,food,0
1129,11.66,2024-01-01 11:44:00,utility,0
1564,22.75,2024-01-01 11:45:00,utility,0
1007,104.93,2024-01-01 11:46:00,utility,0
1572,32.72,2024-01-01 11:47:00,shopping,0
1475,38.97,2024-01-01 11:48:00,utility,0
1465,4.34,2024-01-01 11:49:00,transfer,0
1679,31.33,2024-01-01 11:50:00,utility,0
1522,34.36,2024-01-01 11:51:00,food,0
1727,21.49,2024-01-01 11:52:00,travel,0
1763,55.27,2024-01-01 11:53:00,travel,0
1920,35.54,2024-01-01 11:54:00,travel,0
1799,9.26,2024-01-01 11:55:00,travel,0
1517,47.11,2024-01-01 11:56:00,travel,0
1492,36.21,2024-01-01 11:57:00,utility,0
1235,21.46,2024-01-01 11:58:00,food,0
1599,1.39,2024-01-01 11:59:00,utility,0
1139,27.48,2024-01-01 12:00:00,utility,0
1931,124.76,2024-01-01 12:01:00,transfer,0
1845,93.17,2024-01-01 12:02:00,food,0
1119,44.42,2024-01-01 12:03:00,travel,0
1785,10.85,2024-01-01 12:04:00,transfer,0
1117,75.9,2024-01-01 12:05:00,shopping,0
1721,87.08,2024-01-01 12:06:00,shopping,0
1087,2.44,2024-01-01 12:07:00,food,0
1488,132.28,2024-01-01 12:08:00,utility,1
1657,139.99,2024-01-01 12:09:00,travel,0
1728,12.76,2024-01-01 12:10:00,transfer,0
1418,22.46,2024-01-01 12:11:00,travel,0
1921,3.6,2024-01-01 12:12:00,food,0
1774,82.73,2024-01-01 12:13:00,shopping,0
1208,37.44,2024-01-01 12:14:00,shopping,0
1671,63.26,2024-01-01 12:15:00,shopping,0
1730,54.45,2024-01-01 12:16:00,transfer,0
1333,69.33,2024-01-01 12:17:00,travel,0
1738,31.5,2024-01-01 12:18:00,travel,0
1898,14.85,2024-01-01 12:19:00,utility,0
1817,29.72,2024-01-01 12:20:00,food,1
1762,8.79,2024-01-01 12:21:00,transfer,0
1634,211.43,2024-01-01 12:22:00,travel,0
1270,27.89,2024-01-01 12:23:00,travel,0
1795,16.48,2024-01-01 12:24:00,food,0
1364,22.52,2024-01-01 12:25:00,travel,0
1532,23.91,2024-01-01 12:26:00,shopping,0
1314,35.37,2024-01-01 12:27:00,utility,0
1313,35.56,2024-01-01 12:28:00,transfer,1
1157,17.88,2024-01-01 12:29:00,utility,0
1961,36.11,2024-01-01 12:30:00,travel,0
1147,204.34,2024-01-01 12:31:00,transfer,0
1086,6.52,2024-01-01 12:32:00,food,0
1936,10.68,2024-01-01 12:33:00,travel,0
1555,179.68,2024-01-01 12:34:00,travel,0
1437,86.25,2024-01-01 12:35:00,shopping,0
1737,170.01,2024-01-01 12:36:00,travel,0
1383,62.3,2024-01-01 12:37:00,transfer,0
1127,104.4,2024-01-01 12:38:00,travel,0
1729,4.52,2024-01-01 12:39:00,travel,0
1175,99.7,2024-01-01 12:40:00,utility,0
1552,41.56,2024-01-01 12:41:00,shopping,0
1949,108.53,2024-01-01 12:42:00,shopping,0
1936,47.27,2024-01-01 12:43:00,transfer,0
1360,0.41,2024-01-01 12:44:00,shopping,0
1780,19.25,2024-01-01 12:45:00,food,0
1612,11.59,2024-01-01 12:46:00,utility,0
1479,69.13,2024-01-01 12:47:00,utility,0
1139,55.29,2024-01-01 12:48:00,travel,0
1376,18.31,2024-01-01 12:49:00,transfer,0
1651,27.03,2024-01-01 12:50:00,travel,0
1986,12.48,2024-01-01 12:51:00,food,0
1004,11.34,2024-01-01 12:52:00,food,0
1717,5.45,2024-01-01 12:53:00,utility,0
1846,37.4,2024-01-01 12:54:00,travel,0
1951,15.85,2024-01-01 12:55:00,shopping,0
1423,30.69,2024-01-01 12:56:00,utility,0
1118,42.78,2024-01-01 12:57:00,transfer,0
1270,44.61,2024-01-01 12:58:00,shopping,1
1850,12.02,2024-01-01 12:59:00,transfer,1
1877,18.08,2024-01-01 13:00:00,travel,0
1637,0.72,2024-01-01 13:01:00,transfer,0
1122,26.91,2024-01-01 13:02:00,travel,0
1121,69.5,2024-01-01 13:03:00,food,0
1478,1.85,2024-01-01 13:04:00,utility,0
1588,90.97,2024-01-01 13:05:00,utility,0
1032,113.69,2024-01-01 13:06:00,transfer,0
1686,41.86,2024-01-01 13:07:00,transfer,0
1544,91.18,2024-01-01 13:08:00,food,0
1012,30.94,2024-01-01 13:09:00,utility,0
1095,16.47,2024-01-01 13:10:00,utility,0
1454,3.17,2024-01-01 13:11:00,utility,0
1722,2.54,2024-01-01 13:12:00,food,0
1825,91.71,2024-01-01 13:13:00,food,0
1431,138.26,2024-01-01 13:14:00,utility,0
1295,39.57,2024-01-01 13:15:00,transfer,0
1968,111.57,2024-01-01 13:16:00,food,0
1458,51.28,2024-01-01 13:17:00,food,0
1315,83.92,2024-01-01 13:18:00,shopping,0
1442,47.25,2024-01-01 13:19:00,travel,0
1012,45.13,2024-01-01 13:20:00,transfer,0
1301,21.32,2024-01-01 13:21:00,transfer,1
1515,47.06,2024-01-01 13:22:00,shopping,0
1918,15.03,2024-01-01 13:23:00,transfer,0
1738,2.87,2024-01-01 13:24:00,travel,0
1781,38.37,2024-01-01 13:25:00,transfer,0
1544,4.93,2024-01-01 13:26:00,shopping,0
1110,28.42,2024-01-01 13:27:00,shopping,0
1390,1.1,2024-01-01 13:28:00,food,0
1997,47.71,2024-01-01 13:29:00,food,0
1044,18.92,2024-01-01 13:30:00,food,0
1879,6.63,2024-01-01 13:31:00,shopping,0
1684,26.75,2024-01-01 13:32:00,food,0
1283,25.18,2024-01-01 13:33:00,food,0
1777,73.74,2024-01-01 13:34:00,utility,0
1836,126.1,2024-01-01 13:35:00,transfer,1
1043,70.43,2024-01-01 13:36:00,food,0
1106,6.37,2024-01-01 13:37:00,shopping,0
1665,13.4,2024-01-01 13:38:00,transfer,0
1999,316.97,2024-01-01 13:39:00,shopping,0
1023,26.1,2024-01-01 13:40:00,food,0
1665,25.46,2024-01-01 13:41:00,food,0
1136,84.15,2024-01-01 13:42:00,transfer,0
1650,81.2,2024-01-01 13:43:00,shopping,0
1623,7.0,2024-01-01 13:44:00,food,0
1090,45.1,2024-01-01 13:45:00,transfer,0
1680,6.22,2024-01-01 13:46:00,transfer,0
1897,90.88,2024-01-01 13:47:00,utility,0
1863,3.93,2024-01-01 13:48:00,food,0
1028,38.37,2024-01-01 13:49:00,food,1
1245,103.98,2024-01-01 13:50:00,travel,0
1240,29.14,2024-01-01 13:51:00,food,1
1453,62.14,2024-01-01 13:52:00,shopping,0
1143,44.35,2024-01-01 13:53:00,travel,0
1854,100.01,2024-01-01 13:54:00,utility,0
1776,152.98,2024-01-01 13:55:00,food,0
1808,63.2,2024-01-01 13:56:00,utility,0
1198,129.54,2024-01-01 13:57:00,transfer,0
1014,21.64,2024-01-01 13:58:00,food,0
1910,39.45,2024-01-01 13:59:00,utility,0
1288,29.86,2024-01-01 14:00:00,shopping,0
1656,133.71,2024-01-01 14:01:00,food,0
1909,85.03,2024-01-01 14:02:00,travel,0
1036,18.74,2024-01-01 14:03:00,utility,0
1005,23.45,2024-01-01 14:04:00,transfer,0
1005,157.69,2024-01-01 14:05:00,travel,0
1156,13.79,2024-01-01 14:06:00,food,0
1051,25.48,2024-01-01 14:07:00,travel,0
1819,22.82,2024-01-01 14:08:00,transfer,0
1605,1.35,2024-01-01 14:09:00,shopping,0
1980,44.63,2024-01-01 14:10:00,shopping,0
1801,26.92,2024-01-01 14:11:00,food,0
1963,6.6,2024-01-01 14:12:00,utility,0
1238,0.88,2024-01-01 14:13:00,shopping,0
1287,27.57,2024-01-01 14:14:00,shopping,0
1849,85.9,2024-01-01 14:15:00,transfer,0
1244,77.17,2024-01-01 14:16:00,shopping,1
1057,13.59,2024-01-01 14:17:00,transfer,0
1669,18.05,2024-01-01 14:18:00,shopping,0
1800,33.23,2024-01-01 14:19:00,travel,0
1968,4.78,2024-01-01 14:20:00,transfer,0
1927,51.04,2024-01-01 14:21:00,utility,0
1120,14.89,2024-01-01 14:22:00,utility,0
1772,106.47,2024-01-01 14:23:00,travel,1
1846,52.21,2024-01-01 14:24:00,utility,0
1698,18.69,2024-01-01 14:25:00,shopping,0
1819,82.86,2024-01-01 14:26:00,food,1
1837,114.33,2024-01-01 14:27:00,travel,0
1446,39.22,2024-01-01 14:28:00,transfer,0
1040,16.06,2024-01-01 14:29:00,shopping,0
1456,166.01,2024-01-01 14:30:00,utility,0
1201,101.11,2024-01-01 14:31:00,food,0
1113,121.98,2024-01-01 14:32:00,travel,0
1124,55.87,2024-01-01 14:33:00,transfer,0
1697,52.23,2024-01-01 14:34:00,shopping,0
1504,59.53,2024-01-01 14:35:00,transfer,0
1539,9.01,2024-01-01 14:36:00,transfer,0
1745,46.87,2024-01-01 14:37:00,travel,0
1548,9.53,2024-01-01 14:38:00,transfer,0
1630,14.88,2024-01-01 14:39:00,utility,0
1086,19.77,2024-01-01 14:40:00,food,0
1851,72.35,2024-01-01 14:41:00,food,0
1448,35.97,2024-01-01 14:42:00,food,0
1155,35.92,2024-01-01 14:43:00,utility,1
1813,53.84,2024-01-01 14:44:00,food,0
1734,35.68,2024-01-01 14:45:00,travel,0
1053,63.02,2024-01-01 14:46:00,shopping,0
1193,3.85,2024-01-01 14:47:00,food,0
1015,25.45,2024-01-01 14:48:00,travel,0
1270,37.3,2024-01-01 14:49:00,utility,1
1099,5.83,2024-01-01 14:50:00,transfer,0
1709,30.73,2024-01-01 14:51:00,shopping,0
1522,31.34,2024-01-01 14:52:00,utility,0
1980,61.46,2024-01-01 14:53:00,shopping,0
1749,19.69,2024-01-01 14:54:00,shopping,1
1611,54.87,2024-01-01 14:55:00,shopping,1
1509,68.36,2024-01-01 14:56:00,transfer,0
1054,58.98,2024-01-01 14:57:00,food,0
1070,16.01,2024-01-01 14:58:00,shopping,0
1616,65.3,2024-01-01 14:59:00,food,0
1004,60.07,2024-01-01 15:00:00,transfer,1
1042,19.5,2024-01-01 15:01:00,utility,0
1219,13.31,2024-01-01 15:02:00,food,0
1884,18.71,2024-01-01 15:03:00,utility,0
1458,8.66,2024-01-01 15:04:00,shopping,0
1709,41.04,2024-01-01 15:05:00,food,0
1411,37.09,2024-01-01 15:06:00,transfer,0
1173,29.73,2024-01-01 15:07:00,travel,0
1371,17.53,2024-01-01 15:08:00,food,0
1091,5.44,2024-01-01 15:09:00,utility,0
1770,114.43,2024-01-01 15:10:00,travel,0
1183,42.69,2024-01-01 15:11:00,utility,0
1376,75.92,2024-01-01 15:12:00,food,0
1980,89.43,2024-01-01 15:13:00,transfer,0
1591,76.4,2024-01-01 15:14:00,shopping,0
1458,27.8,2024-01-01 15:15:00,shopping,0
1543,49.94,2024-01-01 15:16:00,transfer,0
1784,2.28,2024-01-01 15:17:00,shopping,0
1254,85.24,2024-01-01 15:18:00,food,0
1636,118.97,2024-01-01 15:19:00,shopping,0
1872,136.88,2024-01-01 15:20:00,utility,0
1572,13.9,2024-01-01 15:21:00,travel,0
1446,12.46,2024-01-01 15:22:00,food,0
1145,34.22,2024-01-01 15:23:00,food,0
1248,51.18,2024-01-01 15:24:00,transfer,0
1946,45.99,2024-01-01 15:25:00,food,0
1541,99.93,2024-01-01 15:26:00,shopping,1
1301,37.79,2024-01-01 15:27:00,transfer,0
1418,36.36,2024-01-01 15:28:00,travel,0
1578,38.81,2024-01-01 15:29:00,travel,0
1537,28.35,2024-01-01 15:30:00,utility,0
1699,27.48,2024-01-01 15:31:00,utility,0
1257,19.33,2024-01-01 15:32:00,food,0
1649,7.59,2024-01-01 15:33:00,shopping,0
1442,15.34,2024-01-01 15:34:00,food,0
1940,7.53,2024-01-01 15:35:00,travel,0
1157,33.44,2024-01-01 15:36:00,travel,0
1148,182.88,2024-01-01 15:37:00,transfer,0
1461,44.08,2024-01-01 15:38:00,transfer,0
1508,39.35,2024-01-01 15:39:00,utility,0
1690,40.94,2024-01-01 15:40:00,utility,0
1404,12.42,2024-01-01 15:41:00,food,0
1913,33.25,2024-01-01 15:42:00,food,0
1474,11.44,2024-01-01 15:43:00,utility,0
1129,54.72,2024-01-01 15:44:00,shopping,0
1119,92.54,2024-01-01 15:45:00,shopping,0
1973,12.38,2024-01-01 15:46:00,utility,0
1134,136.55,2024-01-01 15:47:00,travel,0
1947,111.02,2024-01-01 15:48:00,utility,0
1278,0.09,2024-01-01 15:49:00,utility,0
1093,22.42,2024-01-01 15:50:00,travel,0
1304,10.73,2024-01-01 15:51:00,utility,0
1614,8.51,2024-01-01 15:52:00,food,0
1427,88.12,2024-01-01 15:53:00,travel,0
1785,62.86,2024-01-01 15:54:00,utility,0
1610,33.12,2024-01-01 15:55:00,transfer,0
1400,81.52,2024-01-01 15:56:00,food,0
1634,72.48,2024-01-01 15:57:00,utility,0
1971,4.75,2024-01-01 15:58:00,shopping,0
1411,4.17,2024-01-01 15:59:00,utility,0
1153,71.05,2024-01-01 16:00:00,utility,0
1408,5.1,2024-01-01 16:01:00,food,0
1840,94.37,2024-01-01 16:02:00,utility,0
1217,51.77,2024-01-01 16:03:00,travel,0
1949,63.92,2024-01-01 16:04:00,food,0
1588,26.66,2024-01-01 16:05:00,shopping,0
1601,15.59,2024-01-01 16:06:00,food,0
1317,20.4,2024-01-01 16:07:00,utility,0
1920,6.3,2024-01-01 16:08:00,shopping,0
1036,21.33,2024-01-01 16:09:00,shopping,0
1298,58.67,2024-01-01 16:10:00,food,0
1418,103.33,2024-01-01 16:11:00,utility,0
1477,3.18,2024-01-01 16:12:00,food,0
1474,98.76,2024-01-01 16:13:00,travel,0
1147,152.55,2024-01-01 16:14:00,travel,0
1225,131.49,2024-01-01 16:15:00,utility,0
1095,39.53,2024-01-01 16:16:00,shopping,0
1572,98.44,2024-01-01 16:17:00,transfer,0
1350,71.74,2024-01-01 16:18:00,transfer,0
1565,38.0,2024-01-01 16:19:00,utility,0
1589,41.69,2024-01-01 16:20:00,food,0
1702,8.84,2024-01-01 16:21:00,utility,0
1547,86.57,2024-01-01 16:22:00,travel,0
1647,3.98,2024-01-01 16:23:00,transfer,0
1587,57.57,2024-01-01 16:24:00,transfer,0
1652,193.63,2024-01-01 16:25:00,food,0
1616,71.31,2024-01-01 16:26:00,food,0
1316,40.4,2024-01-01 16:27:00,utility,0
1246,23.8,2024-01-01 16:28:00,food,0
1787,94.39,2024-01-01 16:29:00,transfer,0
1342,4.73,2024-01-01 16:30:00,shopping,0
1549,33.8,2024-01-01 16:31:00,shopping,0
1196,74.55,2024-01-01 16:32:00,transfer,1
1431,20.45,2024-01-01 16:33:00,travel,0
1529,24.69,2024-01-01 16:34:00,shopping,0
1626,4.63,2024-01-01 16:35:00,transfer,0
1526,8.09,2024-01-01 16:36:00,food,0
1360,1.48,2024-01-01 16:37:00,food,0
1961,21.4,2024-01-01 16:38:00,food,0
1512,36.78,2024-01-01 16:39:00,travel,0
1808,19.89,2024-01-01 16:40:00,food,0
1736,17.42,2024-01-01 16:41:00,food,0
1558,57.78,2024-01-01 16:42:00,transfer,0
1886,138.34,2024-01-01 16:43:00,shopping,0
1128,37.65,2024-01-01 16:44:00,travel,0
1921,39.39,2024-01-01 16:45:00,shopping,0
1850,16.65,2024-01-01 16:46:00,transfer,0
1503,23.37,2024-01-01 16:47:00,shopping,0
1733,20.6,2024-01-01 16:48:00,shopping,0
1520,153.23,2024-01-01 16:49:00,transfer,0
1268,62.11,2024-01-01 16:50:00,food,0
1799,76.75,2024-01-01 16:51:00,shopping,0
1245,10.73,2024-01-01 16:52:00,utility,0
1314,86.46,2024-01-01 16:53:00,shopping,0
1519,29.09,2024-01-01 16:54:00,transfer,0
1837,7.45,2024-01-01 16:55:00,transfer,0
1383,51.27,2024-01-01 16:56:00,travel,0
1494,7.98,2024-01-01 16:57:00,transfer,0
1041,30.2,2024-01-01 16:58:00,travel,0
1115,6.6,2024-01-01 16:59:00,travel,0
1055,39.41,2024-01-01 17:00:00,transfer,0
1072,11.3,2024-01-01 17:01:00,food,0
1868,12.05,2024-01-01 17:02:00,travel,0
1841,8.11,2024-01-01 17:03:00,utility,1
1821,2.11,2024-01-01 17:04:00,shopping,0
1055,6.7,2024-01-01 17:05:00,transfer,0
1077,74.52,2024-01-01 17:06:00,travel,0
1280,23.6,2024-01-01 17:07:00,shopping,0
1565,89.43,2024-01-01 17:08:00,food,0
1334,133.51,2024-01-01 17:09:00,travel,0
1487,144.73,2024-01-01 17:10:00,food,0
1172,3.65,2024-01-01 17:11:00,utility,1
1730,39.17,2024-01-01 17:12:00,travel,0
1313,5.35,2024-01-01 17:13:00,utility,0
1066,106.24,2024-01-01 17:14:00,travel,0
1742,75.92,2024-01-01 17:15:00,shopping,0
1902,22.44,2024-01-01 17:16:00,transfer,0
1014,24.58,2024-01-01 17:17:00,transfer,0
1436,40.6,2024-01-01 17:18:00,food,0
1827,58.6,2024-01-01 17:19:00,utility,0
1706,92.98,2024-01-01 17:20:00,transfer,0
1856,5.79,2024-01-01 17:21:00,utility,0
1415,41.18,2024-01-01 17:22:00,food,0
1372,23.96,2024-01-01 17:23:00,utility,0
1709,15.98,2024-01-01 17:24:00,utility,0
1153,61.51,2024-01-01 17:25:00,utility,1
1239,25.7,2024-01-01 17:26:00,shopping,1
1600,70.65,2024-01-01 17:27:00,shopping,0
1668,87.61,2024-01-01 17:28:00,utility,0
1119,23.67,2024-01-01 17:29:00,shopping,0
1508,0.85,2024-01-01 17:30:00,utility,0
1364,176.28,2024-01-01 17:31:00,utility,0
1501,61.13,2024-01-01 17:32:00,travel,0
1958,113.54,2024-01-01 17:33:00,utility,1
1076,4.74,2024-01-01 17:34:00,utility,0
1995,6.97,2024-01-01 17:35:00,shopping,0
1449,3.08,2024-01-01 17:36:00,utility,0
1772,12.29,2024-01-01 17:37:00,food,0
1424,0.44,2024-01-01 17:38:00,travel,0
1310,104.87,2024-01-01 17:39:00,utility,0
1770,18.89,2024-01-01 17:40:00,transfer,0
1687,79.91,2024-01-01 17:41:00,utility,0
1144,89.33,2024-01-01 17:42:00,utility,0
1705,88.61,2024-01-01 17:43:00,travel,0
1753,33.15,2024-01-01 17:44:00,utility,0
1387,176.03,2024-01-01 17:45:00,travel,0
1925,110.8,2024-01-01 17:46:00,food,0
1640,159.7,2024-01-01 17:47:00,travel,0
1333,44.27,2024-01-01 17:48:00,utility,0
1010,102.17,2024-01-01 17:49:00,transfer,0
1674,30.68,2024-01-01 17:50:00,shopping,0
1209,66.18,2024-01-01 17:51:00,transfer,0
1756,60.13,2024-01-01 17:52:00,utility,0
1525,3.71,2024-01-01 17:53:00,shopping,0
1466,11.25,2024-01-01 17:54:00,transfer,0
1163,77.46,2024-01-01 17:55:00,shopping,0
1711,1.32,2024-01-01 17:56:00,shopping,0
1165,73.24,2024-01-01 17:57:00,utility,0
1417,44.11,2024-01-01 17:58:00,utility,0
1836,235.2,2024-01-01 17:59:00,shopping,0
1920,1.72,2024-01-01 18:00:00,shopping,0
1989,36.18,2024-01-01 18:01:00,transfer,0
1958,158.86,2024-01-01 18:02:00,food,0
1555,0.44,2024-01-01 18:03:00,food,0
1200,53.24,2024-01-01 18:04:00,shopping,0
1839,21.62,2024-01-01 18:05:00,food,0
1801,14.53,2024-01-01 18:06:00,travel,0
1990,67.8,2024-01-01 18:07:00,shopping,0
1650,31.3,2024-01-01 18:08:00,shopping,0
1141,42.55,2024-01-01 18:09:00,travel,0
1502,0.01,2024-01-01 18:10:00,travel,0
1448,39.12,2024-01-01 18:11:00,utility,0
1842,3.99,2024-01-01 18:12:00,transfer,0
1392,32.89,2024-01-01 18:13:00,utility,0
1328,4.48,2024-01-01 18:14:00,shopping,0
1080,55.03,2024-01-01 18:15:00,food,0
1835,9.46,2024-01-01 18:16:00,travel,0
1755,1.36,2024-01-01 18:17:00,shopping,0
1041,85.3,2024-01-01 18:18:00,travel,0
1433,12.22,2024-01-01 18:19:00,utility,0
1479,0.41,2024-01-01 18:20:00,travel,0
1469,59.79,2024-01-01 18:21:00,transfer,0
1918,37.3,2024-01-01 18:22:00,travel,0
1150,47.24,2024-01-01 18:23:00,shopping,0
1306,102.68,2024-01-01 18:24:00,utility,0
1180,10.12,2024-01-01 18:25:00,travel,0
1244,14.16,2024-01-01 18:26:00,utility,0
1907,68.74,2024-01-01 18:27:00,shopping,0
1940,22.65,2024-01-01 18:28:00,utility,0
